ID	Time
Ind. 1	24.7636
Ind. 2	25.8068
Ind. 3	61.0266
Ind. 5	52.1217
Ind. 6	19.1397
Ind. 7	64.0337
Ind. 8	27.7056
Ind. 9	25.8635
Ind. 11	12.6562
Ind. 12	20.8968
Ind. 14	19.0553
Ind. 15	20.4824
Ind. 16	39.0039
Ind. 17	25.2266
Ind. 18	25.796
Ind. 19	40.4282
Ind. 20	53.9994
Ind. 21	19.2713
Ind. 22	22.0049
Ind. 23	47.5652
Ind. 24	12.7171
Ind. 25	24.9573
Ind. 26	35.3943
Ind. 27	36.8899
Ind. 28	7.77253
Ind. 29	29.5573
Ind. 31	42.8135
Ind. 32	27.0331
Ind. 33	22.3258
Ind. 34	41.7932
Ind. 35	12.2133
Ind. 36	13.3678
Ind. 37	40.1414
Ind. 38	44.3373
Ind. 40	22.4407
Ind. 41	30.8592
Ind. 42	46.9313
Ind. 43	37.973
Ind. 44	24.9577
Ind. 45	33.6541
Ind. 46	12.0555
Ind. 47	28.4491
Ind. 48	46.9865
Ind. 49	23.641
Ind. 50	32.2753
Ind. 51	39.1409
Ind. 52	50.0296
Ind. 54	24.3982
Ind. 55	58.9905
Ind. 56	46.4776
Ind. 57	17.1485
Ind. 58	20.9149
Ind. 59	16.9224
Ind. 60	21.8313
Ind. 61	28.5347
Ind. 62	33.688
Ind. 63	16.6418
Ind. 64	19.3758
Ind. 66	7.50942
Ind. 67	52.563
Ind. 68	21.3582
Ind. 69	36.4124
Ind. 70	21.7777
Ind. 71	31.7789
Ind. 72	67.719
Ind. 73	36.3284
Ind. 74	11.4459
Ind. 75	53.4121
Ind. 76	36.2825
Ind. 77	24.779
Ind. 78	8.6167
Ind. 79	25.1553
Ind. 80	90.8684
Ind. 81	17.881
Ind. 82	46.7154
Ind. 83	26.9034
Ind. 84	5.97372
Ind. 85	24.9798
Ind. 86	17.5014
Ind. 87	56.3999
Ind. 88	34.0413
Ind. 89	40.8494
Ind. 90	43.8718
Ind. 91	45.9116
Ind. 92	27.5948
Ind. 93	26.7966
Ind. 94	19.5444
Ind. 95	27.397
Ind. 96	9.44638
Ind. 97	26.7504
Ind. 98	55.4864
Ind. 99	66.6177
Ind. 100	28.0954
Ind. 101	33.1863
