ID	Time
Ind. 4	9.7283
Ind. 5	38.1314
Ind. 7	16.2619
Ind. 8	10.6346
Ind. 11	1.57582
Ind. 13	3.85613
Ind. 14	12.914
Ind. 15	6.77814
Ind. 16	12.7389
Ind. 17	8.18943
Ind. 18	6.91424
Ind. 19	11.8773
Ind. 20	1.32021
Ind. 21	13.7722
Ind. 23	9.19241
Ind. 24	4.16563
Ind. 25	14.9331
Ind. 27	6.81603
Ind. 28	24.2198
Ind. 32	12.5243
Ind. 34	17.1062
Ind. 35	4.63562
Ind. 37	1.34459
Ind. 38	5.72414
Ind. 39	27.0019
Ind. 44	0.347402
Ind. 46	2.13442
Ind. 47	4.25807
Ind. 49	1.35907
Ind. 50	14.0027
Ind. 53	0.296153
Ind. 54	40.2402
Ind. 56	17.5635
Ind. 58	21.6683
Ind. 60	2.60965
Ind. 61	6.35176
Ind. 62	6.14474
Ind. 63	11.1914
Ind. 64	6.61508
Ind. 66	11
Ind. 67	0.420288
Ind. 68	1.41917
Ind. 69	7.78747
Ind. 70	2.5014
Ind. 74	5.21868
Ind. 75	2.84112
Ind. 76	0.0632682
Ind. 77	12.7026
Ind. 78	4.4417
Ind. 79	8.53759
Ind. 81	8.63655
Ind. 82	5.44964
Ind. 83	1.42651
Ind. 86	10.5745
Ind. 87	4.40867
Ind. 88	37.3503
Ind. 91	26.4455
Ind. 92	4.16539
Ind. 93	27.861
Ind. 96	2.39865
Ind. 97	9.19031
Ind. 101	25.6113
Ind. 106	9.75775
Ind. 108	9.60582
Ind. 110	6.73067
Ind. 112	15.615
Ind. 116	4.89783
Ind. 118	8.52592
Ind. 119	1.41027
Ind. 120	0.00144763
Ind. 122	13.6856
Ind. 123	9.93161
Ind. 124	7.54126
Ind. 127	4.09814
Ind. 128	9.29637
Ind. 129	23.6873
Ind. 130	18.2152
Ind. 131	1.69277
Ind. 132	6.711
Ind. 136	0.0641837
Ind. 138	1.69461
Ind. 139	4.01734
Ind. 140	12
Ind. 144	0.544321
Ind. 145	2.21338
Ind. 146	5.57169
Ind. 150	6.92093
Ind. 151	9.38094
Ind. 153	10.2043
Ind. 154	12.7976
Ind. 157	7.16191
Ind. 158	20.2112
Ind. 159	8.96471
Ind. 160	11.4047
Ind. 162	6.05202
Ind. 164	18.9059
Ind. 165	31.3658
Ind. 166	5.31008
Ind. 168	7.7704
Ind. 170	10.7243
Ind. 171	18.0998
Ind. 173	5.5585
Ind. 174	1.2645
Ind. 176	13.6784
Ind. 178	1.09223
Ind. 180	4.17284
Ind. 181	22.5516
Ind. 182	13.6629
Ind. 183	3.66113
Ind. 185	11.4506
Ind. 186	15.7702
Ind. 187	0.668335
Ind. 189	1.11888
Ind. 190	18.9014
Ind. 192	8.95218
Ind. 194	13.424
Ind. 195	8.08952
Ind. 196	17.5763
Ind. 197	0.00732497
Ind. 201	5.94108
Ind. 202	23.8619
Ind. 204	4.46399
Ind. 206	9.84982
Ind. 207	0.727217
Ind. 209	7.68943
Ind. 210	17.3554
Ind. 211	9.33732
Ind. 213	19.1319
Ind. 214	4.77813
Ind. 218	13.7678
Ind. 219	1.00853
Ind. 220	3.98826
Ind. 221	1.80053
Ind. 225	37.8215
Ind. 227	3.16405
Ind. 228	8.30765
Ind. 231	26.6608
Ind. 232	3.37101
Ind. 235	3.42596
Ind. 236	3.42236
Ind. 238	37.7251
Ind. 239	39.1608
Ind. 241	15.4084
Ind. 242	12.4558
Ind. 243	3.45685
Ind. 244	4.90078
Ind. 246	6.10006
Ind. 247	5.99563
Ind. 248	6.11779
Ind. 249	1.48847
Ind. 250	4.49613
Ind. 251	4.9883
Ind. 252	11.8527
Ind. 253	13.7483
Ind. 255	1.73784
Ind. 256	6.61183
Ind. 257	15.0169
Ind. 259	2.7009
Ind. 260	8.76113
Ind. 261	15.5257
Ind. 263	12.5612
Ind. 264	28.7512
Ind. 265	4.33513
Ind. 266	4.81684
Ind. 267	6.18556
Ind. 269	6.70725
Ind. 271	19.3234
Ind. 272	11.5864
Ind. 273	4.28838
Ind. 275	8.51692
Ind. 276	3.35797
Ind. 277	3.08045
Ind. 278	28.4875
Ind. 279	11.7906
Ind. 280	3.02515
Ind. 281	12.7344
Ind. 283	4.34342
Ind. 284	5.68884
Ind. 285	19.8471
Ind. 286	10.4192
Ind. 289	14.003
Ind. 291	14.37
Ind. 293	9.96042
Ind. 294	5.33437
Ind. 296	9.16569
Ind. 298	15.9835
Ind. 299	8.67128
Ind. 302	3.14803
Ind. 303	9.01148
Ind. 304	4.19112
Ind. 305	9.21614
Ind. 306	22.7164
Ind. 307	4.25298
Ind. 309	3.36908
Ind. 311	15.0763
Ind. 312	5.2291
Ind. 313	32.1791
Ind. 314	8.67546
Ind. 315	6.5944
Ind. 316	26.1156
Ind. 318	9.77673
Ind. 321	7.59488
Ind. 322	3.71236
Ind. 325	13.5398
Ind. 326	6.75387
Ind. 331	15.1999
Ind. 332	8.18023
Ind. 333	13.7766
Ind. 334	38.6538
Ind. 335	8.28781
Ind. 336	17.8396
Ind. 338	5.81343
Ind. 339	19.8742
Ind. 340	6.19262
Ind. 341	10.8152
Ind. 342	5.50884
Ind. 343	31.6575
Ind. 345	4.50458
Ind. 346	33.1517
Ind. 348	9.27435
Ind. 349	6.73593
Ind. 352	15.4195
Ind. 355	16.476
Ind. 357	47.3942
Ind. 358	33.7964
Ind. 359	24.2629
Ind. 360	14.8786
Ind. 361	10.6369
Ind. 365	17.6503
Ind. 366	7.45311
Ind. 368	10.9171
Ind. 370	9.73724
Ind. 371	8.5803
Ind. 378	7.68748
Ind. 379	15.9002
Ind. 382	17.7373
Ind. 383	9.81558
Ind. 385	8.3347
Ind. 387	44.5173
Ind. 388	20.9982
Ind. 389	16.8625
Ind. 391	18.0012
Ind. 396	9.39898
Ind. 398	10.4377
Ind. 400	14.4249
Ind. 401	7.36342
Ind. 402	24.6413
Ind. 405	23.059
Ind. 408	8.99467
Ind. 411	23.3426
Ind. 412	16.7536
Ind. 419	7.30066
Ind. 423	12.9739
Ind. 429	10.9089
Ind. 431	12.8467
Ind. 432	11.8394
Ind. 433	16.5891
Ind. 435	11.3412
Ind. 436	27.7843
Ind. 437	23.5076
Ind. 439	24.5445
Ind. 440	10.0894
Ind. 441	20.0132
Ind. 442	31.3756
Ind. 443	21.5499
Ind. 444	12.9862
Ind. 445	25.2237
Ind. 447	19.3744
Ind. 448	12.6386
Ind. 450	31.1681
Ind. 452	14.8742
Ind. 454	38.8004
Ind. 456	15.2168
Ind. 457	8.13431
Ind. 458	8.77919
Ind. 460	34.0911
Ind. 463	30.9103
Ind. 464	37.8582
Ind. 467	8.97329
Ind. 468	11.6781
Ind. 469	21.4328
Ind. 470	47.0889
Ind. 471	12.7384
Ind. 475	23.679
Ind. 476	9.66173
Ind. 479	11.8827
Ind. 480	13.2825
Ind. 481	33.5111
Ind. 482	12.3138
Ind. 484	9.02879
Ind. 485	33.2731
Ind. 487	14.9202
Ind. 488	12.1161
Ind. 489	13.9271
Ind. 491	10.5075
Ind. 492	27.2462
Ind. 493	18.7238
Ind. 494	11.312
Ind. 495	22.2741
Ind. 496	11.1776
Ind. 498	23.0968
Ind. 500	15.3459
Ind. 502	12.642
Ind. 506	16.5679
Ind. 508	18.2735
Ind. 509	21.7314
Ind. 511	12.2192
Ind. 512	32.5047
Ind. 517	24.6275
Ind. 518	20.5708
Ind. 519	12.5311
Ind. 521	25.5224
Ind. 524	11.0281
Ind. 526	20.427
Ind. 528	11.0134
Ind. 530	15.1917
Ind. 531	12.442
Ind. 532	32.0102
Ind. 533	16.6025
Ind. 534	25.1619
Ind. 535	12.3844
Ind. 536	18.442
Ind. 537	12.2658
Ind. 539	22.4934
Ind. 540	16.3601
Ind. 542	27.1879
Ind. 543	27.1447
Ind. 546	28.6154
Ind. 548	27.8477
Ind. 549	24.8656
Ind. 550	22.565
Ind. 552	48.9008
Ind. 555	16.7288
Ind. 556	24.1946
Ind. 558	26.1662
Ind. 561	12.7642
Ind. 562	15.4696
Ind. 563	15.0771
Ind. 569	29.5401
