ID	Time	DS test
Ind. 1	10	0
Ind. 2	10	0
Ind. 3	10	0
Ind. 4	10	0
Ind. 5	10	0
Ind. 6	10	0
Ind. 7	10	0
Ind. 8	10	0
Ind. 9	10	0
Ind. 10	10	0
Ind. 11	10	1
Ind. 12	10	0
Ind. 13	10	0
Ind. 14	10	0
Ind. 15	10	0
Ind. 16	10	1
Ind. 17	10	0
Ind. 18	10	0
Ind. 19	10	0
Ind. 20	10	1
Ind. 21	10	1
Ind. 22	10	0
Ind. 23	10	1
Ind. 24	10	0
Ind. 25	10	0
Ind. 26	10	0
Ind. 27	10	0
Ind. 28	10	0
Ind. 29	10	0
Ind. 30	10	0
Ind. 31	10	1
Ind. 32	10	1
Ind. 33	10	0
Ind. 34	10	0
Ind. 35	10	0
Ind. 36	10	0
Ind. 37	10	0
Ind. 38	10	1
Ind. 39	10	0
Ind. 40	10	0
Ind. 41	10	1
Ind. 42	10	0
Ind. 43	10	0
Ind. 44	10	0
Ind. 45	10	0
Ind. 46	10	0
Ind. 47	10	0
Ind. 48	10	0
Ind. 49	10	0
Ind. 50	10	0
Ind. 51	10	1
Ind. 52	10	1
Ind. 53	10	0
Ind. 54	10	0
Ind. 55	10	0
Ind. 56	10	0
Ind. 57	10	1
Ind. 58	10	1
Ind. 59	10	0
Ind. 60	10	0
Ind. 61	10	0
Ind. 62	10	0
Ind. 63	10	0
Ind. 64	10	0
Ind. 65	10	0
Ind. 66	10	0
Ind. 67	10	0
Ind. 68	10	0
Ind. 69	10	0
Ind. 70	10	0
Ind. 71	10	0
Ind. 72	10	0
Ind. 73	10	0
Ind. 74	10	0
Ind. 75	10	0
Ind. 76	10	0
Ind. 77	10	0
Ind. 78	10	0
Ind. 79	10	0
Ind. 80	10	1
Ind. 81	10	0
Ind. 82	10	1
Ind. 83	10	0
Ind. 84	10	0
Ind. 85	10	0
Ind. 86	10	0
Ind. 87	10	0
Ind. 88	10	0
Ind. 89	10	0
Ind. 90	10	0
Ind. 91	10	1
Ind. 92	10	0
Ind. 93	10	0
Ind. 94	10	0
Ind. 95	10	0
Ind. 96	10	0
Ind. 97	10	0
Ind. 98	10	0
Ind. 99	10	0
Ind. 100	10	0
Ind. 101	10	0
Ind. 102	10	0
Ind. 103	10	1
Ind. 104	10	1
Ind. 105	10	0
Ind. 106	10	0
Ind. 107	10	0
Ind. 108	10	1
Ind. 109	10	0
Ind. 110	10	0
Ind. 111	10	1
Ind. 112	10	0
Ind. 113	10	1
Ind. 114	10	0
Ind. 115	10	0
Ind. 116	10	0
Ind. 117	10	0
Ind. 118	10	0
Ind. 119	10	0
Ind. 120	10	0
Ind. 121	10	0
Ind. 122	10	0
Ind. 123	10	0
Ind. 124	10	0
Ind. 125	10	1
Ind. 126	10	0
Ind. 127	10	0
Ind. 128	10	0
Ind. 129	10	0
Ind. 130	10	0
Ind. 131	10	1
Ind. 132	10	0
Ind. 133	10	0
Ind. 134	10	0
Ind. 135	10	0
Ind. 136	10	0
Ind. 137	10	0
Ind. 138	10	0
Ind. 139	10	0
Ind. 140	10	0
Ind. 141	10	1
Ind. 142	10	0
Ind. 143	10	0
Ind. 144	10	0
Ind. 145	10	0
Ind. 146	10	0
Ind. 147	10	0
Ind. 148	10	0
Ind. 149	10	0
Ind. 150	10	0
Ind. 151	10	0
Ind. 152	10	0
Ind. 153	10	1
Ind. 154	10	1
Ind. 155	10	0
Ind. 156	10	0
Ind. 157	10	0
Ind. 158	10	0
Ind. 159	10	0
Ind. 160	10	0
Ind. 161	10	1
Ind. 162	10	0
Ind. 163	10	0
Ind. 164	10	0
Ind. 165	10	0
Ind. 166	10	0
Ind. 167	10	0
Ind. 168	10	0
Ind. 169	10	0
Ind. 170	10	0
Ind. 171	10	0
Ind. 172	10	1
Ind. 173	10	0
Ind. 174	10	0
Ind. 175	10	1
Ind. 176	10	0
Ind. 177	10	1
Ind. 178	10	0
Ind. 179	10	0
Ind. 180	10	0
Ind. 181	10	0
Ind. 182	10	0
Ind. 183	10	0
Ind. 184	10	0
Ind. 185	10	1
Ind. 186	10	0
Ind. 187	10	0
Ind. 188	10	0
Ind. 189	10	0
Ind. 190	10	0
Ind. 191	10	1
Ind. 192	10	0
Ind. 193	10	1
Ind. 194	10	0
Ind. 195	10	0
Ind. 196	10	0
Ind. 197	10	0
Ind. 198	10	0
Ind. 199	10	0
Ind. 200	10	0
