ID	Time
Ind. 2	18.3949
Ind. 3	30.0119
Ind. 5	34.9687
Ind. 6	15.5631
Ind. 7	62.2245
Ind. 8	24.1575
Ind. 9	19.9011
Ind. 11	11.2259
Ind. 12	14.489
Ind. 14	10.7968
Ind. 15	20.4721
Ind. 16	36.1733
Ind. 17	20.0615
Ind. 18	20.1928
Ind. 19	21.0302
Ind. 20	44.2962
Ind. 21	12.7398
Ind. 22	12.1362
Ind. 23	7.13206
Ind. 24	10.5034
Ind. 25	21.5584
Ind. 26	12.4086
Ind. 27	31.7671
Ind. 28	5.77738
Ind. 29	28.4032
Ind. 31	8.19632
Ind. 32	21.5369
Ind. 33	7.03701
Ind. 34	13.4496
Ind. 35	8.37639
Ind. 36	11.9641
Ind. 37	39.4643
Ind. 38	9.42695
Ind. 40	19.6719
Ind. 41	28.15
Ind. 42	41.158
Ind. 43	25.551
Ind. 44	24.1036
Ind. 45	14.9638
Ind. 46	9.12085
Ind. 47	26.8269
Ind. 48	20.0893
Ind. 49	22.8725
Ind. 50	18.0601
Ind. 51	35.1817
Ind. 52	27.3895
Ind. 54	18.4931
Ind. 55	23.0271
Ind. 56	46.015
Ind. 57	9.09873
Ind. 58	13.732
Ind. 59	5.1348
Ind. 60	9.78284
Ind. 61	23.3029
Ind. 62	30.3317
Ind. 63	11.939
Ind. 64	11.3824
Ind. 66	1.43091
Ind. 67	37.5566
Ind. 68	20.1264
Ind. 69	24.9571
Ind. 70	16.5878
Ind. 71	21.3114
Ind. 72	54.5491
Ind. 73	29.2145
Ind. 74	6.02055
Ind. 75	45.1988
Ind. 76	32.3702
Ind. 77	10.187
Ind. 78	7.47212
Ind. 79	18.0109
Ind. 80	31.2984
Ind. 81	16.6132
Ind. 82	32.8217
Ind. 83	20.5285
Ind. 84	5.14719
Ind. 85	14.828
Ind. 86	14.4445
Ind. 87	37.1607
Ind. 88	26.4585
Ind. 89	13.8992
Ind. 90	25.3715
Ind. 91	33.224
Ind. 92	22.9664
Ind. 93	21.6412
Ind. 94	18.6652
Ind. 95	15.2422
Ind. 96	5.04555
Ind. 97	16.6533
Ind. 98	26.0183
Ind. 99	18.103
Ind. 100	18.8823
Ind. 101	31.0381
