ID	Time	DS test
Ind. 1	20	1
Ind. 2	20	0
Ind. 3	20	0
Ind. 4	20	0
Ind. 5	20	0
Ind. 6	20	0
Ind. 7	20	0
Ind. 8	20	0
Ind. 9	20	1
Ind. 10	20	0
Ind. 11	20	0
Ind. 12	20	0
Ind. 13	20	0
Ind. 14	20	0
Ind. 15	20	0
Ind. 16	20	0
Ind. 17	20	0
Ind. 18	20	0
Ind. 19	20	0
Ind. 20	20	0
Ind. 21	20	0
Ind. 22	20	0
Ind. 23	20	0
Ind. 24	20	0
Ind. 25	20	0
Ind. 26	20	0
Ind. 27	20	0
Ind. 28	20	0
Ind. 29	20	0
Ind. 30	20	0
Ind. 31	20	0
Ind. 32	20	0
Ind. 33	20	0
Ind. 34	20	1
Ind. 35	20	0
Ind. 36	20	0
Ind. 37	20	0
Ind. 38	20	0
Ind. 39	20	0
Ind. 40	20	1
Ind. 41	20	0
Ind. 42	20	0
Ind. 43	20	0
Ind. 44	20	0
Ind. 45	20	0
Ind. 46	20	0
Ind. 47	20	0
Ind. 48	20	0
Ind. 49	20	0
Ind. 50	20	0
Ind. 51	20	0
Ind. 52	20	0
Ind. 53	20	0
Ind. 54	20	0
Ind. 55	20	0
Ind. 56	20	0
Ind. 57	20	0
Ind. 58	20	0
Ind. 59	20	0
Ind. 60	20	0
Ind. 61	20	0
Ind. 62	20	0
Ind. 63	20	0
Ind. 64	20	0
Ind. 65	20	0
Ind. 66	20	0
Ind. 67	20	0
Ind. 68	20	0
Ind. 69	20	0
Ind. 70	20	0
Ind. 71	20	0
Ind. 72	20	1
Ind. 73	20	0
Ind. 74	20	0
Ind. 75	20	0
Ind. 76	20	0
Ind. 77	20	0
Ind. 78	20	1
Ind. 79	20	0
Ind. 80	20	0
Ind. 81	20	0
Ind. 82	20	0
Ind. 83	20	0
Ind. 84	20	0
Ind. 85	20	0
Ind. 86	20	1
Ind. 87	20	0
Ind. 88	20	0
Ind. 89	20	0
Ind. 90	20	0
Ind. 91	20	0
Ind. 92	20	0
Ind. 93	20	0
Ind. 94	20	0
Ind. 95	20	0
Ind. 96	20	0
Ind. 97	20	0
Ind. 98	20	0
Ind. 99	20	0
Ind. 100	20	0
Ind. 101	20	0
Ind. 102	20	0
Ind. 103	20	0
Ind. 104	20	0
Ind. 105	20	0
Ind. 106	20	1
Ind. 107	20	0
Ind. 108	20	0
Ind. 109	20	1
Ind. 110	20	0
Ind. 111	20	0
Ind. 112	20	0
Ind. 113	20	0
Ind. 114	20	0
Ind. 115	20	0
Ind. 116	20	0
Ind. 117	20	0
Ind. 118	20	0
Ind. 119	20	0
Ind. 120	20	0
Ind. 121	20	0
Ind. 122	20	0
Ind. 123	20	0
Ind. 124	20	0
Ind. 125	20	0
Ind. 126	20	0
Ind. 127	20	0
Ind. 128	20	0
Ind. 129	20	0
Ind. 130	20	0
Ind. 131	20	0
Ind. 132	20	1
Ind. 133	20	0
Ind. 134	20	0
Ind. 135	20	0
Ind. 136	20	0
Ind. 137	20	0
Ind. 138	20	0
Ind. 139	20	0
Ind. 140	20	0
Ind. 141	20	0
Ind. 142	20	0
Ind. 143	20	0
Ind. 144	20	0
Ind. 145	20	0
Ind. 146	20	0
Ind. 147	20	0
Ind. 148	20	0
Ind. 149	20	0
Ind. 150	20	0
Ind. 151	20	1
Ind. 152	20	0
Ind. 153	20	0
Ind. 154	20	0
Ind. 155	20	1
Ind. 156	20	0
Ind. 157	20	1
Ind. 158	20	1
Ind. 159	20	0
Ind. 160	20	0
Ind. 161	20	0
Ind. 162	20	0
Ind. 163	20	0
Ind. 164	20	0
Ind. 165	20	0
Ind. 166	20	0
Ind. 167	20	1
Ind. 168	20	0
Ind. 169	20	0
Ind. 170	20	0
Ind. 171	20	0
Ind. 172	20	0
Ind. 173	20	0
Ind. 174	20	0
Ind. 175	20	0
Ind. 176	20	1
Ind. 177	20	0
Ind. 178	20	0
Ind. 179	20	0
Ind. 180	20	0
Ind. 181	20	1
Ind. 182	20	0
Ind. 183	20	0
Ind. 184	20	0
Ind. 185	20	0
Ind. 186	20	0
Ind. 187	20	0
Ind. 188	20	0
Ind. 189	20	0
Ind. 190	20	0
Ind. 191	20	0
Ind. 192	20	0
Ind. 193	20	0
Ind. 194	20	0
Ind. 195	20	0
Ind. 196	20	0
Ind. 197	20	0
Ind. 198	20	0
Ind. 199	20	0
Ind. 200	20	0
Ind. 201	20	0
Ind. 1	40	0
Ind. 2	40	0
Ind. 3	40	1
Ind. 4	40	0
Ind. 5	40	0
Ind. 6	40	0
Ind. 7	40	0
Ind. 8	40	0
Ind. 9	40	0
Ind. 10	40	1
Ind. 11	40	0
Ind. 12	40	0
Ind. 13	40	0
Ind. 14	40	0
Ind. 15	40	0
Ind. 16	40	1
Ind. 17	40	0
Ind. 18	40	0
Ind. 19	40	0
Ind. 20	40	0
Ind. 21	40	0
Ind. 22	40	0
Ind. 23	40	0
Ind. 24	40	0
Ind. 25	40	0
Ind. 26	40	0
Ind. 27	40	0
Ind. 28	40	0
Ind. 29	40	0
Ind. 30	40	1
Ind. 31	40	0
Ind. 32	40	0
Ind. 33	40	0
Ind. 34	40	0
Ind. 35	40	0
Ind. 36	40	0
Ind. 37	40	0
Ind. 38	40	0
Ind. 39	40	0
Ind. 40	40	0
Ind. 41	40	0
Ind. 42	40	1
Ind. 43	40	0
Ind. 44	40	0
Ind. 45	40	0
Ind. 46	40	0
Ind. 47	40	0
Ind. 48	40	1
Ind. 49	40	1
Ind. 50	40	0
Ind. 51	40	0
Ind. 52	40	1
Ind. 53	40	0
Ind. 54	40	0
Ind. 55	40	0
Ind. 56	40	0
Ind. 57	40	0
Ind. 58	40	1
Ind. 59	40	0
Ind. 60	40	1
Ind. 61	40	0
Ind. 62	40	0
Ind. 63	40	0
Ind. 64	40	0
Ind. 65	40	1
Ind. 66	40	0
Ind. 67	40	0
Ind. 68	40	0
Ind. 69	40	0
Ind. 70	40	1
Ind. 71	40	0
Ind. 72	40	0
Ind. 73	40	0
Ind. 74	40	1
Ind. 75	40	0
Ind. 76	40	1
Ind. 77	40	0
Ind. 78	40	0
Ind. 79	40	0
Ind. 80	40	0
Ind. 81	40	0
Ind. 82	40	1
Ind. 83	40	1
Ind. 84	40	1
Ind. 85	40	0
Ind. 86	40	0
Ind. 87	40	0
Ind. 88	40	1
Ind. 89	40	1
Ind. 90	40	0
Ind. 91	40	1
Ind. 92	40	0
Ind. 93	40	0
Ind. 94	40	1
Ind. 95	40	0
Ind. 96	40	0
Ind. 97	40	1
Ind. 98	40	1
Ind. 99	40	0
Ind. 100	40	0
Ind. 101	40	1
Ind. 102	40	1
Ind. 103	40	1
Ind. 104	40	1
Ind. 105	40	0
Ind. 106	40	0
Ind. 107	40	1
Ind. 108	40	0
Ind. 109	40	1
Ind. 110	40	0
Ind. 111	40	0
Ind. 112	40	0
Ind. 113	40	0
Ind. 114	40	0
Ind. 115	40	0
Ind. 116	40	0
Ind. 117	40	1
Ind. 118	40	0
Ind. 119	40	1
Ind. 120	40	0
Ind. 121	40	1
Ind. 122	40	0
Ind. 123	40	1
Ind. 124	40	0
Ind. 125	40	0
Ind. 126	40	0
Ind. 127	40	0
Ind. 128	40	1
Ind. 129	40	0
Ind. 130	40	0
Ind. 131	40	0
Ind. 132	40	0
Ind. 133	40	0
Ind. 134	40	0
Ind. 135	40	1
Ind. 136	40	0
Ind. 137	40	0
Ind. 138	40	0
Ind. 139	40	0
Ind. 140	40	0
Ind. 141	40	1
Ind. 142	40	0
Ind. 143	40	0
Ind. 144	40	0
Ind. 145	40	0
Ind. 146	40	1
Ind. 147	40	1
Ind. 148	40	1
Ind. 149	40	0
Ind. 150	40	0
Ind. 151	40	1
Ind. 152	40	0
Ind. 153	40	1
Ind. 154	40	1
Ind. 155	40	0
Ind. 156	40	1
Ind. 157	40	1
Ind. 158	40	1
Ind. 159	40	0
Ind. 160	40	0
Ind. 161	40	0
Ind. 162	40	0
Ind. 163	40	0
Ind. 164	40	0
Ind. 165	40	1
Ind. 166	40	0
Ind. 167	40	0
Ind. 168	40	1
Ind. 169	40	0
Ind. 170	40	0
Ind. 171	40	0
Ind. 172	40	0
Ind. 173	40	1
Ind. 174	40	0
Ind. 175	40	1
Ind. 176	40	1
Ind. 177	40	0
Ind. 178	40	0
Ind. 179	40	1
Ind. 180	40	1
Ind. 181	40	0
Ind. 182	40	0
Ind. 183	40	0
Ind. 184	40	0
Ind. 185	40	0
Ind. 186	40	0
Ind. 187	40	0
Ind. 188	40	0
Ind. 189	40	0
Ind. 190	40	0
Ind. 191	40	0
Ind. 192	40	0
Ind. 193	40	1
Ind. 194	40	0
Ind. 195	40	0
Ind. 196	40	0
Ind. 197	40	1
Ind. 198	40	1
Ind. 199	40	1
Ind. 200	40	0
Ind. 201	40	0
Ind. 1	60	0
Ind. 2	60	0
Ind. 3	60	1
Ind. 4	60	0
Ind. 5	60	1
Ind. 6	60	0
Ind. 7	60	1
Ind. 8	60	0
Ind. 9	60	0
Ind. 10	60	1
Ind. 11	60	1
Ind. 12	60	1
Ind. 13	60	1
Ind. 14	60	0
Ind. 15	60	1
Ind. 16	60	0
Ind. 17	60	1
Ind. 18	60	0
Ind. 19	60	0
Ind. 20	60	0
Ind. 21	60	0
Ind. 22	60	0
Ind. 23	60	0
Ind. 24	60	0
Ind. 25	60	1
Ind. 26	60	0
Ind. 27	60	0
Ind. 28	60	0
Ind. 29	60	1
Ind. 30	60	0
Ind. 31	60	1
Ind. 32	60	0
Ind. 33	60	0
Ind. 34	60	0
Ind. 35	60	0
Ind. 36	60	1
Ind. 37	60	0
Ind. 38	60	0
Ind. 39	60	0
Ind. 40	60	0
Ind. 41	60	1
Ind. 42	60	1
Ind. 43	60	0
Ind. 44	60	1
Ind. 45	60	0
Ind. 46	60	1
Ind. 47	60	1
Ind. 48	60	0
Ind. 49	60	0
Ind. 50	60	1
Ind. 51	60	1
Ind. 52	60	0
Ind. 53	60	0
Ind. 54	60	0
Ind. 55	60	0
Ind. 56	60	0
Ind. 57	60	0
Ind. 58	60	0
Ind. 59	60	0
Ind. 60	60	0
Ind. 61	60	1
Ind. 62	60	0
Ind. 63	60	1
Ind. 64	60	0
Ind. 65	60	1
Ind. 66	60	0
Ind. 67	60	1
Ind. 68	60	0
Ind. 69	60	0
Ind. 70	60	0
Ind. 71	60	0
Ind. 72	60	0
Ind. 73	60	1
Ind. 74	60	0
Ind. 75	60	1
Ind. 76	60	0
Ind. 77	60	1
Ind. 78	60	0
Ind. 79	60	0
Ind. 80	60	0
Ind. 81	60	0
Ind. 82	60	0
Ind. 83	60	0
Ind. 84	60	1
Ind. 85	60	1
Ind. 86	60	0
Ind. 87	60	1
Ind. 88	60	0
Ind. 89	60	0
Ind. 90	60	1
Ind. 91	60	0
Ind. 92	60	1
Ind. 93	60	1
Ind. 94	60	1
Ind. 95	60	1
Ind. 96	60	0
Ind. 97	60	1
Ind. 98	60	1
Ind. 99	60	1
Ind. 100	60	0
Ind. 101	60	0
Ind. 102	60	0
Ind. 103	60	1
Ind. 104	60	0
Ind. 105	60	1
Ind. 106	60	0
Ind. 107	60	1
Ind. 108	60	0
Ind. 109	60	0
Ind. 110	60	0
Ind. 111	60	0
Ind. 112	60	0
Ind. 113	60	0
Ind. 114	60	0
Ind. 115	60	1
Ind. 116	60	0
Ind. 117	60	0
Ind. 118	60	1
Ind. 119	60	1
Ind. 120	60	0
Ind. 121	60	1
Ind. 122	60	0
Ind. 123	60	0
Ind. 124	60	1
Ind. 125	60	0
Ind. 126	60	0
Ind. 127	60	1
Ind. 128	60	0
Ind. 129	60	0
Ind. 130	60	0
Ind. 131	60	0
Ind. 132	60	0
Ind. 133	60	0
Ind. 134	60	0
Ind. 135	60	0
Ind. 136	60	1
Ind. 137	60	1
Ind. 138	60	0
Ind. 139	60	1
Ind. 140	60	1
Ind. 141	60	0
Ind. 142	60	0
Ind. 143	60	1
Ind. 144	60	1
Ind. 145	60	1
Ind. 146	60	1
Ind. 147	60	0
Ind. 148	60	1
Ind. 149	60	1
Ind. 150	60	1
Ind. 151	60	0
Ind. 152	60	0
Ind. 153	60	0
Ind. 154	60	0
Ind. 155	60	0
Ind. 156	60	0
Ind. 157	60	0
Ind. 158	60	0
Ind. 159	60	0
Ind. 160	60	0
Ind. 161	60	0
Ind. 162	60	1
Ind. 163	60	0
Ind. 164	60	0
Ind. 165	60	0
Ind. 166	60	0
Ind. 167	60	0
Ind. 168	60	1
Ind. 169	60	1
Ind. 170	60	1
Ind. 171	60	0
Ind. 172	60	0
Ind. 173	60	0
Ind. 174	60	1
Ind. 175	60	0
Ind. 176	60	0
Ind. 177	60	0
Ind. 178	60	0
Ind. 179	60	0
Ind. 180	60	0
Ind. 181	60	0
Ind. 182	60	1
Ind. 183	60	0
Ind. 184	60	0
Ind. 185	60	1
Ind. 186	60	0
Ind. 187	60	1
Ind. 188	60	0
Ind. 189	60	0
Ind. 190	60	1
Ind. 191	60	0
Ind. 192	60	0
Ind. 193	60	0
Ind. 194	60	0
Ind. 195	60	1
Ind. 196	60	0
Ind. 197	60	0
Ind. 198	60	0
Ind. 199	60	0
Ind. 200	60	0
Ind. 201	60	0
Ind. 1	80	0
Ind. 2	80	0
Ind. 3	80	0
Ind. 4	80	0
Ind. 5	80	0
Ind. 6	80	0
Ind. 7	80	0
Ind. 8	80	0
Ind. 9	80	0
Ind. 10	80	0
Ind. 11	80	0
Ind. 12	80	0
Ind. 13	80	0
Ind. 14	80	0
Ind. 15	80	0
Ind. 16	80	0
Ind. 17	80	1
Ind. 18	80	0
Ind. 19	80	0
Ind. 20	80	0
Ind. 21	80	0
Ind. 22	80	0
Ind. 23	80	0
Ind. 24	80	0
Ind. 25	80	0
Ind. 26	80	0
Ind. 27	80	0
Ind. 28	80	0
Ind. 29	80	0
Ind. 30	80	0
Ind. 31	80	0
Ind. 32	80	0
Ind. 33	80	1
Ind. 34	80	0
Ind. 35	80	1
Ind. 36	80	0
Ind. 37	80	0
Ind. 38	80	0
Ind. 39	80	0
Ind. 40	80	0
Ind. 41	80	0
Ind. 42	80	0
Ind. 43	80	0
Ind. 44	80	0
Ind. 45	80	0
Ind. 46	80	0
Ind. 47	80	0
Ind. 48	80	0
Ind. 49	80	0
Ind. 50	80	0
Ind. 51	80	0
Ind. 52	80	0
Ind. 53	80	0
Ind. 54	80	0
Ind. 55	80	0
Ind. 56	80	0
Ind. 57	80	0
Ind. 58	80	0
Ind. 59	80	0
Ind. 60	80	0
Ind. 61	80	1
Ind. 62	80	0
Ind. 63	80	0
Ind. 64	80	0
Ind. 65	80	0
Ind. 66	80	0
Ind. 67	80	1
Ind. 68	80	0
Ind. 69	80	0
Ind. 70	80	0
Ind. 71	80	0
Ind. 72	80	0
Ind. 73	80	0
Ind. 74	80	0
Ind. 75	80	0
Ind. 76	80	0
Ind. 77	80	0
Ind. 78	80	0
Ind. 79	80	0
Ind. 80	80	0
Ind. 81	80	0
Ind. 82	80	0
Ind. 83	80	0
Ind. 84	80	0
Ind. 85	80	0
Ind. 86	80	0
Ind. 87	80	0
Ind. 88	80	0
Ind. 89	80	0
Ind. 90	80	0
Ind. 91	80	0
Ind. 92	80	0
Ind. 93	80	0
Ind. 94	80	1
Ind. 95	80	0
Ind. 96	80	0
Ind. 97	80	0
Ind. 98	80	1
