ID	Time
Ind. 1	3.49248
Ind. 2	0.947212
Ind. 3	4.17976
Ind. 4	0.322897
Ind. 5	0.334409
Ind. 6	1.8758
Ind. 7	0.257462
Ind. 8	0.245484
Ind. 9	0.367683
Ind. 10	1.10499
Ind. 11	0.989945
Ind. 12	1.25516
Ind. 13	0.0239696
Ind. 14	0.491356
Ind. 15	2.00477
Ind. 16	1.53371
Ind. 17	0.0429968
Ind. 18	1.16447
Ind. 19	1.69108
Ind. 20	0.464248
Ind. 121	0.706684
Ind. 123	0.989277
Ind. 127	0.79682
Ind. 132	1.74429
Ind. 139	0.286458
Ind. 141	0.909675
Ind. 142	1.00955
Ind. 146	3.51888
Ind. 153	0.577478
Ind. 157	1.39344
Ind. 164	1.23031
Ind. 172	1.37961
Ind. 173	0.912089
Ind. 179	1.92029
Ind. 183	0.957579
Ind. 192	1.21419
Ind. 197	1.11009
Ind. 198	0.870691
Ind. 201	1.36947
Ind. 202	1.69422
Ind. 206	1.65095
Ind. 214	1.16017
Ind. 216	1.46265
Ind. 221	1.27906
Ind. 225	2.26425
Ind. 228	2.20145
Ind. 231	1.23592
Ind. 235	1.35528
Ind. 237	1.55496
Ind. 238	1.219
Ind. 239	1.73786
Ind. 241	1.23677
Ind. 242	1.48678
Ind. 248	1.56327
Ind. 256	1.89414
Ind. 262	1.58024
Ind. 264	3.06133
Ind. 266	1.40655
Ind. 272	3.08105
Ind. 277	1.90235
Ind. 280	1.58011
Ind. 284	1.96295
Ind. 285	1.81548
Ind. 288	2.73928
Ind. 289	5.7243
Ind. 290	1.78447
Ind. 291	1.92792
Ind. 293	2.11725
Ind. 296	2.74538
Ind. 299	7.24294
Ind. 302	2.06002
Ind. 304	1.93399
Ind. 305	1.73184
Ind. 306	3.6781
Ind. 307	2.94674
Ind. 309	2.63778
Ind. 312	3.45578
Ind. 315	2.14968
Ind. 318	2.34339
Ind. 320	1.9797
Ind. 321	3.67656
Ind. 329	1.8023
Ind. 349	3.73242
Ind. 354	5.14847
Ind. 356	2.14179
Ind. 361	2.87844
Ind. 362	2.59796
Ind. 370	2.52859
Ind. 372	2.50301
Ind. 374	2.63872
Ind. 375	1.99287
Ind. 376	2.31478
Ind. 377	2.83408
Ind. 381	2.53814
Ind. 383	2.45466
Ind. 384	2.71984
Ind. 386	2.5074
Ind. 387	3.35479
Ind. 388	2.19215
Ind. 392	2.1144
Ind. 393	2.29111
Ind. 397	2.2626
Ind. 398	2.28578
Ind. 400	2.93532
Ind. 401	3.22302
Ind. 408	2.57305
Ind. 410	2.91327
Ind. 416	2.22877
Ind. 422	4.09269
Ind. 423	2.90236
Ind. 424	3.34233
Ind. 425	3.08845
Ind. 426	2.24529
Ind. 433	2.28731
Ind. 436	2.28981
Ind. 440	3.83965
Ind. 441	2.83031
