ID	Time	DS	Capture name
Ind. 1	0	I	Cap:t=0
Ind. 2	0	I	Cap:t=0
Ind. 3	0	I	Cap:t=0
Ind. 4	0	I	Cap:t=0
Ind. 5	0	I	Cap:t=0
Ind. 6	0	I	Cap:t=0
Ind. 7	0	I	Cap:t=0
Ind. 8	0	I	Cap:t=0
Ind. 9	0	I	Cap:t=0
Ind. 10	0	I	Cap:t=0
Ind. 11	0	I	Cap:t=0
Ind. 12	0	I	Cap:t=0
Ind. 13	0	I	Cap:t=0
Ind. 14	0	I	Cap:t=0
Ind. 15	0	I	Cap:t=0
Ind. 16	0	I	Cap:t=0
Ind. 17	0	I	Cap:t=0
Ind. 18	0	I	Cap:t=0
Ind. 19	0	I	Cap:t=0
Ind. 20	0	I	Cap:t=0
Ind. 21	0	I	Cap:t=0
Ind. 22	0	I	Cap:t=0
Ind. 23	0	I	Cap:t=0
Ind. 24	0	I	Cap:t=0
Ind. 25	0	I	Cap:t=0
Ind. 26	0	I	Cap:t=0
Ind. 27	0	I	Cap:t=0
Ind. 28	0	I	Cap:t=0
Ind. 29	0	I	Cap:t=0
Ind. 30	0	I	Cap:t=0
Ind. 31	0	I	Cap:t=0
Ind. 32	0	I	Cap:t=0
Ind. 33	0	I	Cap:t=0
Ind. 34	0	I	Cap:t=0
Ind. 35	0	I	Cap:t=0
Ind. 36	0	I	Cap:t=0
Ind. 37	0	I	Cap:t=0
Ind. 38	0	I	Cap:t=0
Ind. 39	0	I	Cap:t=0
Ind. 40	0	I	Cap:t=0
Ind. 41	0	I	Cap:t=0
Ind. 42	0	I	Cap:t=0
Ind. 43	0	I	Cap:t=0
Ind. 44	0	I	Cap:t=0
Ind. 45	0	I	Cap:t=0
Ind. 46	0	I	Cap:t=0
Ind. 47	0	I	Cap:t=0
Ind. 48	0	I	Cap:t=0
Ind. 49	0	I	Cap:t=0
Ind. 50	0	I	Cap:t=0
Ind. 51	0	I	Cap:t=0
Ind. 52	0	I	Cap:t=0
Ind. 53	0	I	Cap:t=0
Ind. 54	0	I	Cap:t=0
Ind. 55	0	I	Cap:t=0
Ind. 56	0	I	Cap:t=0
Ind. 57	0	I	Cap:t=0
Ind. 58	0	I	Cap:t=0
Ind. 59	0	I	Cap:t=0
Ind. 60	0	I	Cap:t=0
Ind. 61	0	I	Cap:t=0
Ind. 62	0	I	Cap:t=0
Ind. 63	0	I	Cap:t=0
Ind. 64	0	I	Cap:t=0
Ind. 65	0	I	Cap:t=0
Ind. 66	0	I	Cap:t=0
Ind. 67	0	I	Cap:t=0
Ind. 68	0	I	Cap:t=0
Ind. 69	0	I	Cap:t=0
Ind. 70	0	I	Cap:t=0
Ind. 71	0	I	Cap:t=0
Ind. 72	0	I	Cap:t=0
Ind. 73	0	I	Cap:t=0
Ind. 74	0	I	Cap:t=0
Ind. 75	0	I	Cap:t=0
