ID	Time
Ind. 2	25.6915
Ind. 3	34.1568
Ind. 4	38.7879
Ind. 5	21.212
Ind. 6	24.5387
Ind. 7	46.295
Ind. 8	20.7545
Ind. 9	32.4327
Ind. 10	16.9168
Ind. 11	57.8381
Ind. 12	18.3684
Ind. 13	43.6759
Ind. 14	25.7075
Ind. 15	18.5157
Ind. 16	21.9216
Ind. 17	21.138
Ind. 18	18.8956
Ind. 19	30.3909
Ind. 20	49.9193
Ind. 21	30.6326
Ind. 22	42.8618
Ind. 23	72.4812
Ind. 24	13.3878
Ind. 25	19.0022
Ind. 26	17.8124
Ind. 27	23.2203
Ind. 28	26.9919
Ind. 29	21.6549
Ind. 30	26.1351
Ind. 31	27.4576
Ind. 32	18.06
Ind. 33	45.2126
Ind. 34	10.9605
Ind. 35	17.1748
Ind. 36	2.62797
Ind. 37	41.6711
Ind. 38	26.1941
Ind. 39	27.5039
Ind. 40	7.53757
Ind. 41	13.3712
Ind. 42	14.3113
Ind. 43	14.2175
Ind. 44	64.2344
Ind. 45	42.0027
Ind. 46	52.6799
Ind. 47	30.2107
Ind. 48	20.1351
Ind. 49	14.6484
Ind. 50	60.7059
Ind. 51	51.2642
Ind. 52	21.2144
Ind. 53	10.5494
Ind. 54	22.18
Ind. 55	19.5388
Ind. 56	11.1138
Ind. 57	21.4038
Ind. 58	83.4097
Ind. 59	21.7789
Ind. 60	19.2095
Ind. 61	17.2731
Ind. 62	25.3015
Ind. 63	11.8237
Ind. 64	46.6423
Ind. 65	76.3599
Ind. 66	21.6543
Ind. 67	4.78332
Ind. 68	24.182
Ind. 69	41.2285
Ind. 70	40.4511
Ind. 71	39.4903
Ind. 74	15.5849
Ind. 75	19.4852
Ind. 76	43.2389
Ind. 77	29.7101
Ind. 78	71.0795
Ind. 80	13.892
Ind. 81	13.3091
Ind. 82	41.1811
Ind. 83	19.5728
Ind. 84	13.8003
Ind. 85	56.7176
Ind. 86	29.0488
Ind. 87	11.3021
Ind. 88	18.6341
Ind. 89	25.0461
Ind. 90	20.639
Ind. 91	23.2958
Ind. 92	22.1344
Ind. 93	19.3321
Ind. 94	28.1165
Ind. 95	24.1252
Ind. 96	18.2398
Ind. 97	18.9164
Ind. 98	13.133
Ind. 99	52.5828
Ind. 100	16.3849
Ind. 101	10.875
