ID	Time
Ind. 2	22.7974
Ind. 3	24.3288
Ind. 4	76.7189
Ind. 5	46.8321
Ind. 6	35.2001
Ind. 7	23.5872
Ind. 8	42.6193
Ind. 9	18.597
Ind. 10	34.1746
Ind. 11	48.3936
Ind. 12	38.4196
Ind. 13	23.3659
Ind. 14	9.45676
Ind. 15	36.3858
Ind. 16	32.8414
Ind. 17	35.7334
Ind. 18	3.77104
Ind. 19	51.9145
Ind. 20	47.963
Ind. 22	50.0719
Ind. 23	48.4925
Ind. 24	33.333
Ind. 25	59.7203
Ind. 26	35.5568
Ind. 27	41.2836
Ind. 28	64.2452
Ind. 29	83.6369
Ind. 30	42.2793
Ind. 31	31.9886
Ind. 32	20.5766
Ind. 33	42.0663
Ind. 34	59.9848
Ind. 35	44.5702
Ind. 36	37.8935
Ind. 37	18.8792
Ind. 38	37.0313
Ind. 39	24.3255
Ind. 40	45.0146
Ind. 42	48.3503
Ind. 43	74.1804
Ind. 44	26.8816
Ind. 45	24.0856
Ind. 46	42.6269
Ind. 47	23.8072
Ind. 48	16.944
Ind. 49	35.7087
Ind. 50	34.8745
Ind. 51	21.2705
Ind. 52	35.5347
Ind. 53	21.1322
Ind. 54	18.4451
Ind. 55	35.9184
Ind. 56	43.7477
Ind. 57	6.10496
Ind. 58	16.6498
Ind. 59	18.2936
Ind. 60	41.4314
Ind. 62	26.7818
Ind. 63	82.4625
Ind. 64	24.0626
Ind. 65	35.8452
Ind. 66	7.21431
Ind. 67	24.093
Ind. 68	37.0721
Ind. 69	43.4562
Ind. 70	40.5548
Ind. 71	30.1581
Ind. 72	32.0929
Ind. 73	42.5428
Ind. 74	8.22507
Ind. 75	50.2267
Ind. 76	36.0309
Ind. 77	19.2973
Ind. 78	27.0152
Ind. 79	43.2884
Ind. 80	59.6853
Ind. 82	6.03112
Ind. 83	42.6372
Ind. 84	59.25
Ind. 85	61.3898
Ind. 86	54.8153
Ind. 87	30.6892
Ind. 88	20.3446
Ind. 89	73.1799
Ind. 90	16.5409
Ind. 91	43.6616
Ind. 92	22.2121
Ind. 93	64.9125
Ind. 94	42.2262
Ind. 95	31.1247
Ind. 96	22.6653
Ind. 97	43.5632
Ind. 98	70.2812
Ind. 99	38.9204
Ind. 100	12.4966
Ind. 102	1.13026
Ind. 103	14.8931
Ind. 104	45.5236
Ind. 105	44.0542
Ind. 106	16.4754
Ind. 107	43.704
Ind. 108	28.5611
Ind. 109	25.0364
Ind. 110	24.7133
Ind. 111	0.339427
Ind. 112	25.6919
Ind. 113	12.8968
Ind. 114	49.5833
Ind. 115	46.1143
Ind. 116	52.7942
Ind. 117	61.8434
Ind. 118	10.061
Ind. 119	28.9646
Ind. 120	32.8102
