"ID","t"
"Ind-3",33.0454
"Ind-4",47.138
"Ind-5",32.7947
"Ind-6",24.1626
"Ind-7",66.5112
"Ind-8",75.396
"Ind-9",48.1016
"Ind-10",65.0788
"Ind-11",70.348
"Ind-12",84.2482
"Ind-13",37.7548
"Ind-14",53.691
"Ind-15",61.3559
"Ind-16",33.483
"Ind-17",40.5594
"Ind-18",76.1059
"Ind-19",40.6609
"Ind-20",40.8657
"Ind-21",59.8298
"Ind-22",36.881
"Ind-23",38.5514
"Ind-24",32.2733
"Ind-25",46.9616
"Ind-26",38.5967
"Ind-27",37.0211
"Ind-28",66.5328
"Ind-29",49.1403
"Ind-30",43.9647
"Ind-31",62.8108
"Ind-32",46.5471
"Ind-33",46.4648
"Ind-34",71.7908
"Ind-35",34.6794
"Ind-36",61.2587
"Ind-37",53.8891
"Ind-38",62.2091
"Ind-39",58.8599
"Ind-40",57.3173
"Ind-41",78.7398
"Ind-42",63.134
"Ind-43",30.4853
"Ind-44",45.9428
"Ind-45",28.5984
"Ind-46",52.5835
"Ind-47",33.7457
"Ind-48",30.729
"Ind-49",22.1767
"Ind-50",63.4983
"Ind-51",40.5896
"Ind-52",83.2581
"Ind-53",38.9579
"Ind-54",79.0658
"Ind-55",13.151
"Ind-56",46.076
"Ind-57",26.8177
"Ind-58",50.5606
"Ind-59",20.5325
"Ind-60",37.1882
"Ind-61",59.4395
"Ind-62",37.8841
"Ind-63",99.278
"Ind-64",48.8689
"Ind-65",37.2867
"Ind-66",59.8301
"Ind-68",29.9888
"Ind-69",59.3057
"Ind-70",4.27581
"Ind-71",42.2209
"Ind-72",21.2122
"Ind-73",35.1722
"Ind-75",56.6167
"Ind-76",93.7448
"Ind-77",31.9674
"Ind-78",17.8459
"Ind-79",66.5148
"Ind-80",62.5083
"Ind-81",97.7997
"Ind-82",13.8498
"Ind-83",58.4618
"Ind-84",35.2034
"Ind-85",24.1693
"Ind-86",28.8147
"Ind-87",46.4
"Ind-88",63.9569
"Ind-89",31.6586
"Ind-90",39.2432
"Ind-91",56.4517
"Ind-92",41.526
"Ind-93",41.8545
"Ind-94",58.0522
"Ind-95",27.7861
"Ind-96",40.0044
"Ind-97",43.9958
"Ind-98",29.5243
"Ind-99",42.0025
"Ind-100",69.1525
