ID,value
"Ind-1",-0.121966
"Ind-2",0.68429
"Ind-3",0.0332695
"Ind-4",0.0336061
"Ind-5",0.462532
"Ind-6",2.12468
"Ind-7",1.02096
"Ind-8",-0.127842
"Ind-9",-0.687155
"Ind-10",-0.935842
"Ind-11",-0.77274
"Ind-12",-2.01529
"Ind-13",-0.894625
"Ind-14",-0.18468
"Ind-15",-0.0737384
"Ind-16",0.376912
"Ind-17",1.40231
"Ind-18",-0.335232
"Ind-19",1.21152
"Ind-20",-0.285115
"Ind-21",-1.31428
"Ind-22",-0.470959
"Ind-23",1.67327
"Ind-24",-0.405608
"Ind-25",-0.60696
"Ind-26",-0.988121
"Ind-27",1.1047
"Ind-28",-0.971749
"Ind-29",0.158739
"Ind-30",1.41817
"Ind-31",0.567956
"Ind-32",0.515601
"Ind-33",1.11675
"Ind-34",-1.43572
"Ind-35",0.941005
"Ind-36",-0.417904
"Ind-37",-0.134846
"Ind-38",0.746108
"Ind-39",0.0958485
"Ind-40",0.0188441
"Ind-41",-0.15785
"Ind-42",1.10216
"Ind-43",0.132609
"Ind-44",0.126917
"Ind-45",0.990603
"Ind-46",0.930069
"Ind-47",-0.741903
"Ind-48",2.00478
"Ind-49",0.775815
"Ind-50",1.34531
"Ind-51",-0.49468
"Ind-52",-0.580189
"Ind-53",0.915132
"Ind-54",-1.24121
"Ind-55",0.552047
"Ind-56",-0.925458
"Ind-57",-0.704301
"Ind-58",-0.383384
"Ind-59",-0.357408
"Ind-60",-0.449441
"Ind-61",1.19776
"Ind-62",0.697497
"Ind-63",-1.65522
"Ind-64",0.0701917
"Ind-65",1.65698
"Ind-66",0.157694
"Ind-67",-1.86658
"Ind-68",2.47052
"Ind-69",-1.95263
"Ind-70",-2.13356
"Ind-71",-0.155241
"Ind-72",1.17403
"Ind-73",2.03893
"Ind-74",-1.073
"Ind-75",0.310326
"Ind-76",-0.15434
"Ind-77",1.57041
"Ind-78",1.05627
"Ind-79",0.246996
"Ind-80",0.00821708
"Ind-81",-1.46997
"Ind-82",1.44558
"Ind-83",-0.828201
"Ind-84",-0.648699
"Ind-85",-0.496046
"Ind-86",2.24665
"Ind-87",0.254104
"Ind-88",-1.80695
"Ind-89",-0.0107926
"Ind-90",0.255869
"Ind-91",-0.184951
"Ind-92",-0.94816
"Ind-93",-0.495083
"Ind-94",0.24477
"Ind-95",1.98181
"Ind-96",0.232541
"Ind-97",-0.264061
"Ind-98",0.893471
"Ind-99",-0.754735
"Ind-100",0.75639
