"ID","t"
"Ind-1",9.34408
"Ind-2",13.9794
"Ind-3",9.88406
"Ind-4",17.0791
"Ind-5",51.7964
"Ind-6",51.7069
"Ind-7",21.3702
"Ind-8",11.2551
"Ind-10",32.669
"Ind-11",22.5522
"Ind-12",19.3494
"Ind-13",27.3066
"Ind-14",38.0652
"Ind-15",52.2023
"Ind-17",15.4501
"Ind-18",34.5864
"Ind-19",21.0758
"Ind-20",20.1759
"Ind-21",27.0365
"Ind-23",49.8361
"Ind-24",25.7442
"Ind-25",33.4402
"Ind-27",43.3711
"Ind-28",23.2927
"Ind-29",8.56855
"Ind-30",29.7622
"Ind-31",29.734
"Ind-34",21.0477
"Ind-35",17.7774
"Ind-36",26.0802
"Ind-37",35.281
"Ind-38",33.9263
"Ind-42",36.9625
"Ind-43",34.6372
"Ind-44",19.7371
"Ind-45",21.4229
"Ind-46",25.2912
"Ind-47",20.0536
"Ind-48",46.2841
"Ind-49",49.8336
"Ind-50",16.6109
"Ind-51",35.918
"Ind-52",36.099
"Ind-53",20.5365
"Ind-54",24.6651
"Ind-55",51.6492
"Ind-56",16.8911
"Ind-58",17.2451
"Ind-60",39.5502
"Ind-61",35.0335
"Ind-62",49.6365
"Ind-63",19.2053
"Ind-64",9.9936
"Ind-65",22.1262
"Ind-66",14.8573
"Ind-68",14.6268
"Ind-69",32.6125
"Ind-70",50.8665
"Ind-71",25.6417
"Ind-72",17.6378
"Ind-73",61.9706
"Ind-74",18.4873
"Ind-75",19.8902
"Ind-76",40.2552
"Ind-77",23.2904
"Ind-78",55.3313
"Ind-79",10.8273
"Ind-80",25.2916
"Ind-81",34.4895
"Ind-82",40.6289
"Ind-83",11.9263
"Ind-85",19.9339
"Ind-86",34.3088
"Ind-87",18.2817
"Ind-89",34.0821
"Ind-90",20.6802
"Ind-91",20.5118
"Ind-92",32.8251
"Ind-93",55.9537
"Ind-94",20.5398
"Ind-95",11.0848
"Ind-96",11.3088
"Ind-97",13.5098
"Ind-98",23.5662
"Ind-99",42.1769
"Ind-100",52.5285
"Ind-101",29.8859
"Ind-102",18.7639
"Ind-103",34.8788
"Ind-104",28.3131
"Ind-105",39.0464
"Ind-107",20.9968
"Ind-108",21.4534
"Ind-109",25.211
"Ind-110",55.0343
"Ind-111",13.2292
"Ind-112",41.571
"Ind-114",20.8279
"Ind-117",19.5248
"Ind-119",39.0822
"Ind-120",22.6061
"Ind-122",12.4514
"Ind-123",53.0628
"Ind-124",20.0316
"Ind-125",13.6888
"Ind-126",54.3134
"Ind-127",19.6571
"Ind-128",19.5252
"Ind-129",45.3499
"Ind-130",10.8203
"Ind-131",12.7384
"Ind-132",17.8278
"Ind-133",23.0462
"Ind-134",59.2535
"Ind-135",15.252
"Ind-136",18.4696
"Ind-137",18.317
"Ind-138",15.4377
"Ind-140",23.2867
"Ind-141",15.175
"Ind-142",55.6063
"Ind-143",33.5702
"Ind-144",17.7129
"Ind-145",54.8517
"Ind-147",30.2998
"Ind-149",29.0493
"Ind-150",25.6745
"Ind-151",15.2359
"Ind-152",23.765
"Ind-153",25.9659
"Ind-154",15.3207
"Ind-155",43.1794
"Ind-156",19.6932
"Ind-157",28.508
"Ind-158",28.7165
"Ind-161",44.0435
"Ind-162",32.6583
"Ind-163",33.5841
"Ind-165",45.9854
"Ind-166",41.7473
"Ind-167",33.5097
"Ind-168",13.3705
"Ind-169",17.9124
"Ind-170",41.2466
"Ind-171",23.9859
"Ind-172",59.6937
"Ind-173",27.9638
"Ind-174",21.0273
"Ind-175",12.1238
"Ind-176",15.7737
"Ind-177",15.0951
"Ind-178",29.9464
"Ind-179",49.904
"Ind-180",22.2249
"Ind-181",23.6007
"Ind-182",26.9691
"Ind-183",41.3429
"Ind-184",17.7905
"Ind-185",12.7605
"Ind-186",39.6014
"Ind-189",29.008
"Ind-191",41.6002
"Ind-192",8.29181
"Ind-193",25.2679
"Ind-194",15.504
"Ind-195",15.8508
"Ind-196",15.6652
"Ind-197",23.1715
"Ind-198",39.9988
"Ind-199",33.2338
"Ind-200",13.9965
